   Elapsed time	 RESP, 
       0:24.312	  0.250
       0:24.320	  0.248
       0:24.328	  0.246
       0:24.336	  0.243
       0:24.344	  0.241
       0:24.352	  0.239
       0:24.360	  0.235
       0:24.368	  0.230
       0:24.376	  0.226
       0:24.384	  0.219
       0:24.392	  0.213
       0:24.400	  0.207
       0:24.408	  0.200
       0:24.416	  0.195
       0:24.424	  0.188
       0:24.432	  0.181
       0:24.440	  0.173
       0:24.448	  0.164
       0:24.456	  0.156
       0:24.464	  0.149
       0:24.472	  0.142
       0:24.480	  0.136
       0:24.488	  0.129
       0:24.496	  0.123
       0:24.504	  0.118
       0:24.512	  0.112
       0:24.520	  0.108
       0:24.528	  0.104
       0:24.536	  0.100
       0:24.544	  0.097
       0:24.552	  0.094
       0:24.560	  0.092
       0:24.568	  0.090
       0:24.576	  0.090
       0:24.584	  0.089
       0:24.592	  0.089
       0:24.600	  0.089
       0:24.608	  0.090
       0:24.616	  0.091
       0:24.624	  0.091
       0:24.632	  0.092
       0:24.640	  0.092
       0:24.648	  0.092
       0:24.656	  0.092
       0:24.664	  0.092
       0:24.672	  0.091
       0:24.680	  0.091
       0:24.688	  0.088
       0:24.696	  0.086
       0:24.704	  0.083
       0:24.712	  0.080
       0:24.720	  0.078
       0:24.728	  0.076
       0:24.736	  0.074
       0:24.744	  0.072
       0:24.752	  0.071
       0:24.760	  0.069
       0:24.768	  0.067
       0:24.776	  0.066
       0:24.784	  0.065
       0:24.792	  0.065
       0:24.800	  0.065
       0:24.808	  0.066
       0:24.816	  0.067
       0:24.824	  0.069
       0:24.832	  0.071
       0:24.840	  0.074
       0:24.848	  0.078
       0:24.856	  0.083
       0:24.864	  0.089
       0:24.872	  0.096
       0:24.880	  0.103
       0:24.888	  0.110
       0:24.896	  0.118
       0:24.904	  0.127
       0:24.912	  0.137
       0:24.920	  0.147
       0:24.928	  0.157
       0:24.936	  0.168
       0:24.944	  0.179
       0:24.952	  0.189
       0:24.960	  0.198
       0:24.968	  0.208
       0:24.976	  0.219
       0:24.984	  0.230
       0:24.992	  0.241
       0:25.000	  0.253
       0:25.008	  0.265
       0:25.016	  0.277
       0:25.024	  0.287
       0:25.032	  0.299
       0:25.040	  0.309
       0:25.048	  0.319
       0:25.056	  0.326
       0:25.064	  0.334
       0:25.072	  0.343
       0:25.080	  0.351
       0:25.088	  0.360
       0:25.096	  0.368
       0:25.104	  0.375
       0:25.112	  0.383
       0:25.120	  0.390
       0:25.128	  0.398
       0:25.136	  0.406
       0:25.144	  0.413
       0:25.152	  0.422
       0:25.160	  0.432
       0:25.168	  0.443
       0:25.176	  0.454
       0:25.184	  0.465
       0:25.192	  0.478
       0:25.200	  0.489
       0:25.208	  0.500
       0:25.216	  0.512
       0:25.224	  0.523
       0:25.232	  0.536
       0:25.240	  0.547
       0:25.248	  0.561
       0:25.256	  0.574
       0:25.264	  0.586
       0:25.272	  0.597
       0:25.280	  0.608
       0:25.288	  0.619
       0:25.296	  0.630
       0:25.304	  0.641
       0:25.312	  0.653
       0:25.320	  0.665
       0:25.328	  0.676
       0:25.336	  0.688
       0:25.344	  0.700
       0:25.352	  0.712
       0:25.360	  0.722
       0:25.368	  0.733
       0:25.376	  0.742
       0:25.384	  0.752
       0:25.392	  0.761
       0:25.400	  0.772
       0:25.408	  0.782
       0:25.416	  0.792
       0:25.424	  0.802
       0:25.432	  0.810
       0:25.440	  0.819
       0:25.448	  0.828
       0:25.456	  0.838
       0:25.464	  0.848
       0:25.472	  0.858
       0:25.480	  0.869
       0:25.488	  0.881
       0:25.496	  0.892
       0:25.504	  0.905
       0:25.512	  0.918
       0:25.520	  0.929
       0:25.528	  0.939
       0:25.536	  0.950
       0:25.544	  0.960
       0:25.552	  0.972
       0:25.560	  0.982
       0:25.568	  0.991
       0:25.576	  1.000
       0:25.584	  1.000
       0:25.592	  1.000
       0:25.600	  1.000
       0:25.608	  1.000
       0:25.616	  1.000
       0:25.624	  1.000
       0:25.632	  1.000
       0:25.640	  1.000
       0:25.648	  1.000
       0:25.656	  1.000
       0:25.664	  1.000
       0:25.672	  1.000
       0:25.680	  1.000
       0:25.688	  1.000
       0:25.696	  1.000
       0:25.704	  1.000
       0:25.712	  1.000
       0:25.720	  1.000
       0:25.728	  1.000
       0:25.736	  1.000
       0:25.744	  1.000
       0:25.752	  1.000
       0:25.760	  1.000
       0:25.768	  1.000
       0:25.776	  1.000
       0:25.784	  1.000
       0:25.792	  1.000
       0:25.800	  1.000
       0:25.808	  1.000
       0:25.816	  1.000
       0:25.824	  1.000
       0:25.832	  1.000
       0:25.840	  0.993
       0:25.848	  0.986
       0:25.856	  0.975
       0:25.864	  0.963
       0:25.872	  0.947
       0:25.880	  0.933
       0:25.888	  0.914
       0:25.896	  0.896
       0:25.904	  0.879
       0:25.912	  0.862
       0:25.920	  0.845
       0:25.928	  0.828
       0:25.936	  0.808
       0:25.944	  0.790
       0:25.952	  0.768
       0:25.960	  0.748
       0:25.968	  0.726
       0:25.976	  0.705
       0:25.984	  0.683
       0:25.992	  0.662
       0:26.000	  0.642
       0:26.008	  0.624
       0:26.016	  0.607
       0:26.024	  0.591
       0:26.032	  0.576
       0:26.040	  0.561
       0:26.048	  0.548
       0:26.056	  0.535
       0:26.064	  0.524
       0:26.072	  0.513
       0:26.080	  0.505
       0:26.088	  0.497
       0:26.096	  0.490
       0:26.104	  0.483
       0:26.112	  0.477
       0:26.120	  0.471
       0:26.128	  0.466
       0:26.136	  0.462
       0:26.144	  0.459
       0:26.152	  0.457
       0:26.160	  0.456
       0:26.168	  0.454
       0:26.176	  0.453
       0:26.184	  0.453
       0:26.192	  0.452
       0:26.200	  0.452
       0:26.208	  0.453
       0:26.216	  0.453
       0:26.224	  0.452
       0:26.232	  0.452
       0:26.240	  0.451
       0:26.248	  0.450
       0:26.256	  0.448
       0:26.264	  0.446
       0:26.272	  0.443
       0:26.280	  0.440
       0:26.288	  0.435
       0:26.296	  0.431
       0:26.304	  0.425
       0:26.312	  0.419
       0:26.320	  0.413
       0:26.328	  0.407
       0:26.336	  0.400
       0:26.344	  0.393
       0:26.352	  0.385
       0:26.360	  0.377
       0:26.368	  0.369
       0:26.376	  0.360
       0:26.384	  0.351
       0:26.392	  0.342
       0:26.400	  0.333
       0:26.408	  0.326
       0:26.416	  0.318
       0:26.424	  0.310
       0:26.432	  0.303
       0:26.440	  0.297
       0:26.448	  0.292
       0:26.456	  0.288
       0:26.464	  0.286
       0:26.472	  0.283
       0:26.480	  0.283
       0:26.488	  0.282
       0:26.496	  0.282
       0:26.504	  0.282
       0:26.512	  0.283
       0:26.520	  0.283
       0:26.528	  0.285
       0:26.536	  0.287
       0:26.544	  0.289
       0:26.552	  0.291
       0:26.560	  0.293
       0:26.568	  0.295
       0:26.576	  0.296
       0:26.584	  0.298
       0:26.592	  0.299
       0:26.600	  0.300
       0:26.608	  0.299
       0:26.616	  0.299
       0:26.624	  0.298
       0:26.632	  0.296
       0:26.640	  0.294
       0:26.648	  0.292
       0:26.656	  0.289
       0:26.664	  0.286
       0:26.672	  0.283
       0:26.680	  0.279
       0:26.688	  0.274
       0:26.696	  0.269
       0:26.704	  0.265
       0:26.712	  0.261
       0:26.720	  0.257
       0:26.728	  0.253
       0:26.736	  0.250
       0:26.744	  0.246
       0:26.752	  0.243
       0:26.760	  0.241
       0:26.768	  0.239
       0:26.776	  0.237
       0:26.784	  0.235
       0:26.792	  0.234
       0:26.800	  0.233
       0:26.808	  0.232
       0:26.816	  0.231
       0:26.824	  0.230
       0:26.832	  0.228
       0:26.840	  0.227
       0:26.848	  0.225
       0:26.856	  0.223
       0:26.864	  0.221
       0:26.872	  0.219
       0:26.880	  0.218
       0:26.888	  0.217
       0:26.896	  0.215
       0:26.904	  0.213
       0:26.912	  0.209
       0:26.920	  0.206
       0:26.928	  0.201
       0:26.936	  0.196
       0:26.944	  0.190
       0:26.952	  0.184
       0:26.960	  0.178
       0:26.968	  0.171
       0:26.976	  0.165
       0:26.984	  0.159
       0:26.992	  0.152
       0:27.000	  0.146
       0:27.008	  0.139
       0:27.016	  0.131
       0:27.024	  0.124
       0:27.032	  0.118
       0:27.040	  0.111
       0:27.048	  0.106
       0:27.056	  0.100
       0:27.064	  0.094
       0:27.072	  0.089
       0:27.080	  0.084
       0:27.088	  0.080
       0:27.096	  0.077
       0:27.104	  0.075
       0:27.112	  0.073
       0:27.120	  0.073
       0:27.128	  0.073
       0:27.136	  0.074
       0:27.144	  0.075
       0:27.152	  0.077
       0:27.160	  0.078
       0:27.168	  0.080
       0:27.176	  0.082
       0:27.184	  0.083
       0:27.192	  0.084
       0:27.200	  0.085
       0:27.208	  0.086
       0:27.216	  0.086
       0:27.224	  0.086
       0:27.232	  0.085
       0:27.240	  0.084
       0:27.248	  0.082
       0:27.256	  0.081
       0:27.264	  0.080
       0:27.272	  0.078
       0:27.280	  0.078
       0:27.288	  0.077
       0:27.296	  0.078
       0:27.304	  0.078
       0:27.312	  0.080
       0:27.320	  0.082
       0:27.328	  0.085
       0:27.336	  0.089
       0:27.344	  0.093
       0:27.352	  0.098
       0:27.360	  0.104
       0:27.368	  0.109
       0:27.376	  0.118
       0:27.384	  0.127
       0:27.392	  0.138
       0:27.400	  0.149
       0:27.408	  0.161
       0:27.416	  0.174
       0:27.424	  0.188
       0:27.432	  0.201
       0:27.440	  0.215
       0:27.448	  0.228
       0:27.456	  0.240
       0:27.464	  0.253
       0:27.472	  0.268
       0:27.480	  0.283
       0:27.488	  0.299
       0:27.496	  0.315
       0:27.504	  0.329
       0:27.512	  0.343
       0:27.520	  0.356
       0:27.528	  0.370
       0:27.536	  0.382
       0:27.544	  0.396
       0:27.552	  0.411
       0:27.560	  0.424
       0:27.568	  0.437
       0:27.576	  0.450
       0:27.584	  0.460
       0:27.592	  0.472
       0:27.600	  0.481
       0:27.608	  0.491
       0:27.616	  0.500
       0:27.624	  0.508
       0:27.632	  0.515
       0:27.640	  0.523
       0:27.648	  0.530
       0:27.656	  0.537
       0:27.664	  0.543
       0:27.672	  0.548
       0:27.680	  0.554
       0:27.688	  0.560
       0:27.696	  0.567
       0:27.704	  0.573
       0:27.712	  0.581
       0:27.720	  0.587
       0:27.728	  0.597
       0:27.736	  0.608
       0:27.744	  0.620
       0:27.752	  0.631
       0:27.760	  0.642
       0:27.768	  0.654
       0:27.776	  0.665
       0:27.784	  0.675
       0:27.792	  0.688
       0:27.800	  0.700
       0:27.808	  0.713
       0:27.816	  0.725
       0:27.824	  0.737
       0:27.832	  0.750
       0:27.840	  0.761
       0:27.848	  0.772
       0:27.856	  0.783
       0:27.864	  0.795
       0:27.872	  0.805
       0:27.880	  0.817
       0:27.888	  0.828
       0:27.896	  0.840
       0:27.904	  0.850
       0:27.912	  0.861
       0:27.920	  0.872
       0:27.928	  0.882
       0:27.936	  0.891
       0:27.944	  0.900
       0:27.952	  0.909
       0:27.960	  0.919
       0:27.968	  0.929
       0:27.976	  0.938
       0:27.984	  0.947
       0:27.992	  0.956
       0:28.000	  0.964
       0:28.008	  0.973
       0:28.016	  0.982
       0:28.024	  0.991
       0:28.032	  0.996
       0:28.040	  1.000
       0:28.048	  1.000
       0:28.056	  1.000
       0:28.064	  1.000
       0:28.072	  1.000
       0:28.080	  1.000
       0:28.088	  1.000
       0:28.096	  1.000
       0:28.104	  1.000
       0:28.112	  1.000
       0:28.120	  1.000
       0:28.128	  1.000
       0:28.136	  1.000
       0:28.144	  1.000
       0:28.152	  1.000
       0:28.160	  1.000
       0:28.168	  1.000
       0:28.176	  1.000
       0:28.184	  1.000
       0:28.192	  1.000
       0:28.200	  1.000
       0:28.208	  1.000
       0:28.216	  1.000
       0:28.224	  1.000
       0:28.232	  1.000
       0:28.240	  1.000
       0:28.248	  1.000
       0:28.256	  1.000
       0:28.264	  1.000
       0:28.272	  1.000
       0:28.280	  1.000
       0:28.288	  0.994
       0:28.296	  0.987
       0:28.304	  0.964
       0:28.312	  0.939
       0:28.320	  0.916
       0:28.328	  0.891
       0:28.336	  0.866
       0:28.344	  0.840
       0:28.352	  0.811
       0:28.360	  0.783
       0:28.368	  0.756
       0:28.376	  0.728
       0:28.384	  0.701
       0:28.392	  0.674
       0:28.400	  0.651
       0:28.408	  0.628
       0:28.416	  0.607
       0:28.424	  0.587
       0:28.432	  0.568
       0:28.440	  0.550
       0:28.448	  0.533
       0:28.456	  0.516
       0:28.464	  0.501
       0:28.472	  0.487
       0:28.480	  0.475
       0:28.488	  0.462
       0:28.496	  0.451
       0:28.504	  0.439
       0:28.512	  0.427
       0:28.520	  0.416
       0:28.528	  0.407
       0:28.536	  0.398
       0:28.544	  0.390
       0:28.552	  0.382
       0:28.560	  0.376
       0:28.568	  0.370
       0:28.576	  0.366
       0:28.584	  0.362
       0:28.592	  0.358
       0:28.600	  0.355
       0:28.608	  0.353
       0:28.616	  0.352
       0:28.624	  0.351
       0:28.632	  0.350
       0:28.640	  0.350
       0:28.648	  0.350
       0:28.656	  0.350
       0:28.664	  0.350
       0:28.672	  0.351
       0:28.680	  0.352
       0:28.688	  0.354
       0:28.696	  0.356
       0:28.704	  0.358
       0:28.712	  0.360
       0:28.720	  0.362
       0:28.728	  0.364
       0:28.736	  0.365
       0:28.744	  0.367
       0:28.752	  0.369
       0:28.760	  0.370
       0:28.768	  0.373
       0:28.776	  0.375
       0:28.784	  0.377
       0:28.792	  0.379
       0:28.800	  0.381
       0:28.808	  0.382
       0:28.816	  0.383
       0:28.824	  0.384
       0:28.832	  0.385
       0:28.840	  0.386
       0:28.848	  0.385
       0:28.856	  0.385
       0:28.864	  0.385
       0:28.872	  0.384
       0:28.880	  0.383
       0:28.888	  0.382
       0:28.896	  0.380
       0:28.904	  0.378
       0:28.912	  0.374
       0:28.920	  0.371
       0:28.928	  0.367
       0:28.936	  0.362
       0:28.944	  0.357
       0:28.952	  0.351
       0:28.960	  0.346
       0:28.968	  0.341
       0:28.976	  0.336
       0:28.984	  0.330
       0:28.992	  0.326
       0:29.000	  0.321
       0:29.008	  0.316
       0:29.016	  0.312
       0:29.024	  0.308
       0:29.032	  0.304
       0:29.040	  0.301
       0:29.048	  0.298
       0:29.056	  0.295
       0:29.064	  0.293
       0:29.072	  0.292
       0:29.080	  0.290
       0:29.088	  0.290
       0:29.096	  0.289
       0:29.104	  0.289
       0:29.112	  0.289
       0:29.120	  0.288
       0:29.128	  0.288
       0:29.136	  0.286
       0:29.144	  0.284
       0:29.152	  0.281
       0:29.160	  0.278
       0:29.168	  0.273
       0:29.176	  0.268
       0:29.184	  0.262
       0:29.192	  0.256
       0:29.200	  0.250
       0:29.208	  0.243
       0:29.216	  0.238
       0:29.224	  0.232
       0:29.232	  0.225
       0:29.240	  0.218
       0:29.248	  0.211
       0:29.256	  0.204
       0:29.264	  0.198
       0:29.272	  0.193
       0:29.280	  0.188
       0:29.288	  0.184
       0:29.296	  0.180
       0:29.304	  0.176
       0:29.312	  0.173
       0:29.320	  0.170
       0:29.328	  0.168
       0:29.336	  0.166
       0:29.344	  0.165
       0:29.352	  0.164
       0:29.360	  0.164
       0:29.368	  0.164
       0:29.376	  0.165
       0:29.384	  0.166
       0:29.392	  0.167
       0:29.400	  0.168
       0:29.408	  0.169
       0:29.416	  0.170
       0:29.424	  0.171
       0:29.432	  0.172
       0:29.440	  0.173
       0:29.448	  0.174
       0:29.456	  0.175
       0:29.464	  0.177
       0:29.472	  0.178
       0:29.480	  0.179
       0:29.488	  0.178
       0:29.496	  0.177
       0:29.504	  0.176
       0:29.512	  0.174
       0:29.520	  0.172
       0:29.528	  0.169
       0:29.536	  0.167
       0:29.544	  0.164
       0:29.552	  0.160
       0:29.560	  0.155
       0:29.568	  0.151
       0:29.576	  0.145
       0:29.584	  0.140
       0:29.592	  0.134
       0:29.600	  0.129
       0:29.608	  0.123
       0:29.616	  0.118
       0:29.624	  0.113
       0:29.632	  0.109
       0:29.640	  0.105
       0:29.648	  0.101
       0:29.656	  0.098
       0:29.664	  0.096
       0:29.672	  0.095
       0:29.680	  0.094
       0:29.688	  0.093
       0:29.696	  0.093
       0:29.704	  0.094
       0:29.712	  0.095
       0:29.720	  0.097
       0:29.728	  0.100
       0:29.736	  0.103
       0:29.744	  0.105
       0:29.752	  0.108
       0:29.760	  0.110
       0:29.768	  0.113
       0:29.776	  0.114
       0:29.784	  0.116
       0:29.792	  0.118
       0:29.800	  0.119
       0:29.808	  0.119
       0:29.816	  0.119
       0:29.824	  0.117
       0:29.832	  0.116
       0:29.840	  0.115
       0:29.848	  0.114
       0:29.856	  0.113
       0:29.864	  0.113
       0:29.872	  0.112
       0:29.880	  0.112
       0:29.888	  0.113
       0:29.896	  0.113
       0:29.904	  0.115
       0:29.912	  0.116
       0:29.920	  0.119
       0:29.928	  0.121
       0:29.936	  0.126
       0:29.944	  0.131
       0:29.952	  0.138
       0:29.960	  0.145
       0:29.968	  0.153
       0:29.976	  0.163
       0:29.984	  0.174
